"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1410","Verify the slider transitions in a repeating loop","","Mon Apr 21 00:11:25 EDT 2025","passed","Mon Apr 21 00:11:27 EDT 2025","","Automatic Slider Transition Loop","Verify the slider transitions in a repeating loop",""
