"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1342","Verify the slider transitions in a repeating loop","","Mon Apr 21 00:14:50 EDT 2025","passed","Mon Apr 21 00:14:51 EDT 2025","","Automatic Slider Transition Loop","Verify the slider transitions in a repeating loop",""
